,height,weight,url,name,firstyear,lastyear,primary_pos
12241,6-03,220,player.php?p=munsoer01,Eric Munson,2000,2009,LF
12242,5-09,184,player.php?p=munsojo01,Joe Munson,1925,1926,LF
12243,5-11,Unknown,player.php?p=munsore01,Red Munson,1905,1905,C
12244,5-11,191,player.php?p=munsoth01,Thurman Munson,1969,1979,3B
12245,6-06,240,player.php?p=muntesc01,Scott Munter,2005,2007,P
12246,Unknown,Unknown,player.php?p=munyajo01,John Munyan,1887,1891,CF
12247,6-02,190,player.php?p=murast01,Steve Mura,1978,1985,P
12248,6-00,180,player.php?p=murakma01,Masanori Murakami,1964,1965,P
12249,6-00,175,player.php?p=muratto01,Toru Murata,2015,2015,P
12250,5-11,180,player.php?p=murcebo01,Bobby Murcer,1965,1983,2B
12251,6-04,220,player.php?p=murchsi01,Simmy Murch,1904,1908,SS
12252,6-00,185,player.php?p=murchti01,Tim Murchison,1917,1920,P
12253,Unknown,Unknown,player.php?p=murdowi01,Wilbur Murdoch,1908,1908,OF
12254,6-03,195,player.php?p=murffre01,Red Murff,1956,1957,P
12255,5-09½,172,player.php?p=murnati01,Tim Murnane,1876,1884,2B
12256,5-11,215,player.php?p=murphbi02,Bill Murphy,2007,2009,P
12257,6-01,190,player.php?p=murphbi01,Billy Murphy,1966,1966,RF
12258,6-00,173,player.php?p=murphbo01,Bob Murphy,1890,1890,OF
12259,5-08½,155,player.php?p=murphbu01,Buzz Murphy,1918,1919,LF
12260,Unknown,Unknown,player.php?p=murphcl01,Clarence Murphy,1886,1886,LF
12261,5-09,130,player.php?p=murphco01,Con Murphy,1884,1890,RF
12262,5-08,155,player.php?p=murphco02,Connie Murphy,1893,1894,C
12263,6-05,215,player.php?p=murphda05,Dale Murphy,1976,1993,C
12264,6-02,195,player.php?p=murphda06,Dan Murphy,1989,1989,P
12265,6-01,221,player.php?p=murphda08,Daniel Murphy,2008,2018,LF
12266,Unknown,156,player.php?p=murphda01,Danny Murphy,1892,1892,C
12267,5-09,175,player.php?p=murphda02,Danny Murphy,1900,1915,1B
12268,5-11,185,player.php?p=murphda04,Danny Murphy,1969,1970,LF
12269,Unknown,Unknown,player.php?p=murphda03,Dave Murphy,1905,1905,3B
12270,6-03,210,player.php?p=murphda07,David Murphy,2013,2015,P
12271,5-11,170,player.php?p=murphdi01,Dick Murphy,1954,1954,P
12272,5-10,190,player.php?p=murphdo01,Donnie Murphy,2004,2014,LF
12273,5-10,165,player.php?p=murphdu01,Dummy Murphy,1914,1914,SS
12274,6-01,185,player.php?p=murphdw01,Dwayne Murphy,1978,1989,SS
12275,6-01,186,player.php?p=murphed01,Ed Murphy,1898,1903,LF
12276,5-11,190,player.php?p=murphed03,Ed Murphy,1942,1942,1B
12277,5-09,155,player.php?p=murphed02,Eddie Murphy,1912,1926,LF
12278,Unknown,Unknown,player.php?p=murphfr01,Frank Murphy,1901,1901,2B
12279,5-08½,150,player.php?p=murphho01,Howard Murphy,1909,1909,CF
12280,5-11,205,player.php?p=murphjr01,J.R. Murphy,2013,2018,C
12281,5-11,160,player.php?p=murphjo02,Joe Murphy,1886,1887,LF
12282,5-11,165,player.php?p=murphjo01,John Murphy,1884,1884,3B
12283,5-07½,160,player.php?p=murphjo03,John Murphy,1902,1903,3B
12284,6-02,190,player.php?p=murphjo04,Johnny Murphy,1932,1947,P
12285,5-08,170,player.php?p=murphla01,Larry Murphy,1891,1891,OF
12286,6-01,179,player.php?p=murphle01,Leo Murphy,1915,1915,C
12287,5-09,170,player.php?p=murphmi01,Mike Murphy,1912,1916,C
12288,5-08,160,player.php?p=murphmo01,Morgan Murphy,1890,1901,CF
12289,5-10,160,player.php?p=murphpa01,Pat Murphy,1887,1890,SS
12290,6-02,215,player.php?p=murphro01,Rob Murphy,1985,1995,P
12291,6-03,185,player.php?p=murphto02,Tom Murphy,1968,1979,P
12292,6-01,220,player.php?p=murphto04,Tom Murphy,2015,2018,C
12293,6-00,185,player.php?p=murphto03,Tommy Murphy,2006,2007,LF
12294,5-06,145,player.php?p=murphto01,Tony Murphy,1884,1884,C
12295,Unknown,Unknown,player.php?p=murph01,Unknown Murphy,1884,1884,C
12296,6-01½,180,player.php?p=murphwa01,Walter Murphy,1931,1931,P
12297,5-11,198,player.php?p=murphwi01,Willie Murphy,1884,1884,2B
12298,5-03,125,player.php?p=murphya01,Yale Murphy,1894,1897,1B
12299,6-03,220,player.php?p=murraaj01,A.J. Murray,2007,2008,P
12300,5-07,150,player.php?p=murraam01,Amby Murray,1936,1936,P
12301,5-11,165,player.php?p=murrabi01,Bill Murray,1917,1917,SS
12302,5-07,155,player.php?p=murrabo01,Bobby Murray,1923,1923,3B
12303,5-11,190,player.php?p=murraca01,Calvin Murray,1999,2004,RF
12304,6-00,195,player.php?p=murraco01,Colton Murray,2015,2016,P
12305,6-04,205,player.php?p=murrada01,Dale Murray,1974,1985,P
12306,6-01,195,player.php?p=murrada02,Dan Murray,1999,2000,P
12307,5-06,145,player.php?p=murraed01,Ed Murray,1917,1917,SS
12308,6-02,200,player.php?p=murraed02,Eddie Murray,1977,1997,LF
12309,6-02,200,player.php?p=murrage01,George Murray,1922,1933,P
12310,6-02,225,player.php?p=murragl01,Glenn Murray,1996,1996,LF
12311,6-04,205,player.php?p=murrahe01,Heath Murray,1997,2002,P
12312,5-10,180,player.php?p=murraji01,Jim Murray,1902,1914,RF
12313,6-02,210,player.php?p=murraji02,Jim Murray,1922,1922,P
12314,6-00,165,player.php?p=murrajo01,Joe Murray,1950,1950,P
12315,5-11,179,player.php?p=murrala01,Larry Murray,1974,1979,2B
12316,6-06,240,player.php?p=murrama01,Matt Murray,1995,1995,P
12317,5-11½,170,player.php?p=murrami01,Miah Murray,1884,1891,CF
12318,6-00,175,player.php?p=murrapa01,Pat Murray,1919,1919,P
12319,6-03,204,player.php?p=murrara01,Ray Murray,1948,1954,C
12320,5-10½,190,player.php?p=murrare01,Red Murray,1906,1917,2B
12321,6-04,195,player.php?p=murrari01,Rich Murray,1980,1983,1B
12322,Unknown,Unknown,player.php?p=murrato01,Tom Murray,1894,1894,SS
12323,5-10½,154,player.php?p=murrato02,Tony Murray,1923,1923,LF
12324,6-02,196,player.php?p=murreiv01,Ivan Murrell,1963,1974,1B
12325,5-09,165,player.php?p=murtada01,Danny Murtaugh,1941,1951,3B
12326,6-01,215,player.php?p=murtoma01,Matt Murton,2005,2009,CF
12327,6-02,190,player.php?p=muserto01,Tony Muser,1969,1978,RF
12328,6-01,205,player.php?p=musgrha01,Harrison Musgrave,2018,2018,P
12329,6-04,188,player.php?p=musgrde01,Dennis Musgraves,1965,1965,P
12330,6-05,260,player.php?p=musgrjo01,Joe Musgrove,2016,2018,P
12331,6-00,175,player.php?p=musiast01,Stan Musial,1952,1963,P
12332,6-00,180,player.php?p=musseje01,Jeff Musselman,1986,1990,P
12333,6-02,185,player.php?p=mussero01,Ron Musselman,1982,1985,P
12334,5-09½,160,player.php?p=musseda01,Danny Musser,1932,1932,3B
12335,6-01,235,player.php?p=mussene01,Neal Musser,2007,2008,P
12336,6-00,175,player.php?p=mussepa01,Paul Musser,1912,1919,P
12337,6-01,200,player.php?p=mussiba01,Barney Mussill,1944,1944,P
12338,6-02,190,player.php?p=mussimi01,Mike Mussina,1991,2008,P
12339,6-03,180,player.php?p=mustaal01,Alex Mustaikis,1940,1940,P
12340,6-02,185,player.php?p=mutisje01,Jeff Mutis,1991,1994,P
12341,5-11,167,player.php?p=myattge01,George Myatt,1938,1947,LF
12342,5-11,165,player.php?p=myattgl01,Glenn Myatt,1920,1936,CF
12343,5-10½,163,player.php?p=myerbu01,Buddy Myer,1925,1941,RF
12344,5-08½,165,player.php?p=myersal01,Al Myers,1884,1891,SS
12345,5-10,Unknown,player.php?p=myersbe01,Bert Myers,1896,1900,SS
12346,5-08,168,player.php?p=myersbi01,Billy Myers,1935,1941,2B
12347,6-04,240,player.php?p=myersbr01,Brett Myers,2002,2013,P
12348,6-02,185,player.php?p=myersel01,Elmer Myers,1915,1922,P
12349,5-08,170,player.php?p=myersge01,George Myers,1884,1889,1B
12350,6-02,205,player.php?p=myersgr01,Greg Myers,1987,2005,C
12351,6-03,175,player.php?p=myersha01,Hap Myers,1910,1915,RF
12352,5-09,159,player.php?p=myershe01,Henry Myers,1882,1884,2B
12353,5-09½,175,player.php?p=myershy01,Hy Myers,1909,1925,LF
12354,6-01,190,player.php?p=myersji01,Jimmy Myers,1996,1996,P
12355,5-10½,205,player.php?p=myersjo01,Joseph Myers,1905,1905,P
12356,5-06½,145,player.php?p=myersly01,Lynn Myers,1938,1939,2B
12357,6-03,200,player.php?p=myersmi01,Mike Myers,1995,2007,P
12358,6-01,215,player.php?p=myersra01,Randy Myers,1985,1998,P
12359,5-06,150,player.php?p=myersri01,Richie Myers,1956,1956,P
12360,6-00,190,player.php?p=myersro02,Rod Myers,1996,1997,RF
12361,6-01,200,player.php?p=myersro01,Rodney Myers,1996,2004,P
12362,6-03,205,player.php?p=myerswi01,Wil Myers,2013,2018,3B
12363,6-04,195,player.php?p=myettaa01,Aaron Myette,1999,2004,P
12364,6-01,195,player.php?p=myricbo01,Bob Myrick,1976,1978,P
12365,5-11,215,player.php?p=myrowbr01,Brian Myrow,2005,2008,1B
12366,6-05,212,player.php?p=nabhoch01,Chris Nabholz,1990,1995,P
12367,6-03,185,player.php?p=naborja01,Jack Nabors,1915,1917,P
12368,6-02,215,player.php?p=nadyxa01,Xavier Nady,2000,2014,3B
12369,6-02,205,player.php?p=naehrti01,Tim Naehring,1990,1997,LF
12370,6-01,190,player.php?p=nagelbi01,Bill Nagel,1939,1945,P
12371,6-02,180,player.php?p=nagello01,Lou Nagelsen,1912,1912,C
12372,6-00,205,player.php?p=nagelru01,Russ Nagelson,1968,1970,1B
12373,6-03,200,player.php?p=nageocl01,Clint Nageotte,2004,2006,P
12374,6-00,176,player.php?p=nagleju01,Judge Nagle,1911,1911,P
12375,5-10,150,player.php?p=nagleto01,Tom Nagle,1890,1891,LF
12376,6-03,200,player.php?p=nagych01,Charles Nagy,1990,2003,P
12377,6-03,200,player.php?p=nagymi01,Mike Nagy,1969,1974,P
12378,5-10,170,player.php?p=nagyst01,Steve Nagy,1947,1950,P
12379,6-01½,190,player.php?p=nahemsa01,Sam Nahem,1938,1948,P
12380,6-02,200,player.php?p=nahorbi01,Bill Nahorodny,1976,1984,1B
12381,5-10,170,player.php?p=nakammi01,Micheal Nakamura,2003,2004,P
12382,5-10,205,player.php?p=nakamno01,Norihiro Nakamura,2005,2005,2B
12383,6-01,185,player.php?p=naktepe01,Pete Naktenis,1936,1939,P
12384,5-09½,165,player.php?p=nalewfr01,Frank Naleway,1924,1924,SS
12385,5-07,165,player.php?p=nancedo01,Doc Nance,1897,1901,RF
12386,5-08,180,player.php?p=nancesh01,Shane Nance,2002,2004,P
12387,5-11,165,player.php?p=napiebu01,Buddy Napier,1912,1921,P
12388,5-09,168,player.php?p=napleal01,Al Naples,1949,1949,SS
12389,5-11,190,player.php?p=napolda01,Danny Napoleon,1965,1966,RF
12390,6-01,225,player.php?p=napolmi01,Mike Napoli,2006,2017,LF
12391,6-02,195,player.php?p=naquity01,Tyler Naquin,2016,2018,LF
12392,6-00,175,player.php?p=naragha01,Hal Naragon,1951,1962,C
12393,5-11½,165,player.php?p=naranch01,Cholly Naranjo,1956,1956,P
12394,5-09,160,player.php?p=narlebi01,Bill Narleski,1929,1930,3B
12395,6-01,175,player.php?p=narlera01,Ray Narleski,1954,1959,P
12396,6-03,205,player.php?p=narroje01,Jerry Narron,1979,1987,1B
12397,5-10,180,player.php?p=narrosa01,Sam Narron,1935,1943,C
12398,6-07,210,player.php?p=narrosa02,Sam Narron,2004,2004,P
12399,6-01,200,player.php?p=narumbu01,Buster Narum,1963,1967,P
12400,5-11,220,player.php?p=narvaom01,Omar Narvaez,2016,2018,1B
12401,6-03,205,player.php?p=narvech01,Chris Narveson,2006,2016,P
12402,5-08½,167,player.php?p=nashbi01,Billy Nash,1889,1898,LF
12403,6-06,220,player.php?p=nashco01,Cotton Nash,1967,1970,LF
12404,6-05,230,player.php?p=nashji01,Jim Nash,1966,1972,P
12405,5-08,140,player.php?p=nashke01,Ken Nash,1912,1914,2B
12406,6-02,180,player.php?p=nastuph01,Philip Nastu,1978,1980,P
12407,5-11,190,player.php?p=natalro01,Bob Natal,1992,1997,C
12408,6-04,230,player.php?p=nathajo01,Joe Nathan,1999,2016,P
12409,6-02,205,player.php?p=natiojo01,Joey Nation,2000,2000,P
12410,6-01,200,player.php?p=natonpe01,Pete Naton,1953,1953,C
12411,6-06,210,player.php?p=naultda01,Dan Naulty,1996,1999,P
12412,5-10,200,player.php?p=navada01,Daniel Nava,2010,2017,CF
12413,5-06,155,player.php?p=navasa01,Sandy Nava,1882,1886,2B
12414,5-10,215,player.php?p=navardi01,Dioner Navarro,2004,2016,C
12415,6-00,210,player.php?p=navaref01,Efren Navarro,2011,2018,RF
12416,6-04,210,player.php?p=navarja01,Jaime Navarro,1989,2000,P
12417,5-11,190,player.php?p=navarju01,Julio Navarro,1962,1970,P
12418,6-00,155,player.php?p=navaros01,Oswaldo Navarro,2006,2010,SS
12419,5-10,185,player.php?p=navarre01,Rey Navarro,2015,2015,2B
12420,5-10,165,player.php?p=navarti01,Tito Navarro,1993,1993,SS
12421,5-11,215,player.php?p=navarya01,Yamaico Navarro,2010,2013,RF
12422,6-00,190,player.php?p=nayloea01,Earl Naylor,1942,1946,LF
12423,6-01½,180,player.php?p=nayloro01,Rollie Naylor,1917,1924,P
12424,6-08,225,player.php?p=naymimi01,Mike Naymick,1939,1944,P
12425,6-02,217,player.php?p=neaglde01,Denny Neagle,1991,2003,P
12426,5-06,155,player.php?p=neaglja01,Jack Neagle,1879,1884,OF
12427,6-05,205,player.php?p=nealbl01,Blaine Neal,2001,2005,P
12428,5-10,165,player.php?p=nealch01,Charlie Neal,1956,1963,3B
12429,6-00,185,player.php?p=nealof01,Offa Neal,1905,1905,2B
12430,6-02,220,player.php?p=nealth01,Thomas Neal,2012,2013,RF
12431,6-03,220,player.php?p=nealza01,Zach Neal,2016,2018,P
12432,6-00,170,player.php?p=nealegr01,Greasy Neale,1916,1924,CF
12433,5-08,153,player.php?p=nealejo01,Joe Neale,1886,1891,LF
12434,6-01½,Unknown,player.php?p=nealoji01,Joe Nealon,1906,1907,1B
12435,6-05,185,player.php?p=necciro01,Ron Necciai,1952,1952,P
12436,5-10,180,player.php?p=needhto01,Tom Needham,1904,1914,3B
12437,6-04,210,player.php?p=neeltr01,Troy Neel,1992,1994,LF
12438,6-01,192,player.php?p=neemaca01,Cal Neeman,1957,1963,C
12439,5-09,141,player.php?p=neffdo01,Doug Neff,1914,1915,SS
12440,6-01,185,player.php?p=negraro01,Ron Negray,1952,1958,P
12441,6-00,190,player.php?p=negrokr01,Kristopher Negron,2012,2018,RF
12442,5-11,185,player.php?p=neherji01,Jim Neher,1912,1912,P
12443,5-09½,176,player.php?p=nehfar01,Art Nehf,1915,1929,LF
12444,6-03,200,player.php?p=neibaga01,Gary Neibauer,1969,1973,P
12445,6-04,180,player.php?p=neidlji01,Jim Neidlinger,1990,1990,P
12446,6-00,195,player.php?p=neigeal01,Al Neiger,1960,1960,P
12447,5-11,165,player.php?p=neighbo01,Bob Neighbors,1939,1939,SS
12448,5-10,178,player.php?p=neighcy01,Cy Neighbors,1908,1908,LF
12449,6-02,190,player.php?p=neillmi01,Mike Neill,1998,1998,CF
12450,6-02,200,player.php?p=neillto01,Tommy Neill,1946,1947,RF
12451,5-07,160,player.php?p=neisbe01,Bernie Neis,1920,1927,2B
12452,5-10,180,player.php?p=neitzer01,Ernie Neitzke,1921,1921,CF
12453,5-11½,175,player.php?p=nekolbo01,Bots Nekola,1929,1933,P
12454,Unknown,Unknown,player.php?p=nelsoan01,Andy Nelson,1908,1908,P
12455,Unknown,Unknown,player.php?p=nelsobi01,Bill Nelson,1884,1884,P
12456,6-02,255,player.php?p=nelsobr02,Brad Nelson,2008,2009,LF
12457,5-10,200,player.php?p=nelsobr01,Bryant Nelson,2002,2002,CF
12458,5-06,145,player.php?p=nelsoca01,Candy Nelson,1878,1890,3B
12459,5-11,205,player.php?p=nelsoch01,Chris Nelson,2010,2014,1B
12460,5-10,160,player.php?p=nelsoda01,Dave Nelson,1968,1977,RF
12461,6-03,180,player.php?p=nelsoem01,Emmett Nelson,1935,1936,P
12462,6-00,174,player.php?p=nelsoge01,Gene Nelson,1981,1993,P
12463,5-11,180,player.php?p=nelsoja01,Jamie Nelson,1983,1983,C
12464,6-08,235,player.php?p=nelsoje01,Jeff Nelson,1992,2006,LF
12465,6-00,180,player.php?p=nelsoji01,Jim Nelson,1970,1971,P
12466,6-06,250,player.php?p=nelsoji02,Jimmy Nelson,2013,2017,P
12467,6-01,210,player.php?p=nelsojo01,Joe Nelson,2001,2010,P
12468,6-01,190,player.php?p=nelsojo02,John Nelson,2006,2006,1B
12469,6-00,180,player.php?p=nelsolu01,Luke Nelson,1919,1919,P
12470,5-10½,170,player.php?p=nelsoly01,Lynn Nelson,1930,1940,LF
12471,6-00,185,player.php?p=nelsome01,Mel Nelson,1960,1969,P
12472,5-09,150,player.php?p=nelsora01,Ray Nelson,1901,1901,2B
12473,5-11,190,player.php?p=nelsore01,Red Nelson,1910,1913,P
12474,6-00,200,player.php?p=nelsori01,Ricky Nelson,1983,1986,CF
12475,6-04,215,player.php?p=nelsoro03,Rob Nelson,1986,1990,1B
12476,5-11,178,player.php?p=nelsoro01,Rocky Nelson,1949,1961,RF
12477,6-03,205,player.php?p=nelsoro02,Roger Nelson,1967,1976,P
12478,6-03,220,player.php?p=nelsote01,Tex Nelson,1955,1957,1B
12479,5-11½,180,player.php?p=nelsoto01,Tommy Nelson,1945,1945,2B
12480,6-02,205,player.php?p=nendi01,Dick Nen,1963,1970,LF
12481,6-05,220,player.php?p=nenro01,Robb Nen,1993,2002,P
12482,6-02,215,player.php?p=nerishe01,Hector Neris,2014,2018,P
12483,6-01,240,player.php?p=nesbian01,Angel Nesbitt,2015,2015,P
12484,6-03,220,player.php?p=neshepa01,Pat Neshek,2006,2018,P
12485,6-02,165,player.php?p=nessja01,Jack Ness,1911,1916,1B
12486,6-00,186,player.php?p=nettlgr01,Graig Nettles,1967,1988,CF
12487,6-00,186,player.php?p=nettlji01,Jim Nettles,1970,1981,1B
12488,6-01,170,player.php?p=nettlmo01,Morris Nettles,1974,1975,RF
12489,Unknown,Unknown,player.php?p=netzemi01,Milo Netzel,1909,1909,LF
12490,5-10,175,player.php?p=neumi01,Mike Neu,2003,2004,P
12491,5-11,170,player.php?p=neuot01,Otto Neu,1917,1917,SS
12492,6-00,185,player.php?p=neubaha01,Hal Neubauer,1925,1925,P
12493,5-08½,Unknown,player.php?p=neuerte01,Tacks Neuer,1907,1907,P
12494,6-03,235,player.php?p=neugeni01,Nick Neugebauer,2001,2002,P
12495,6-05,205,player.php?p=neumeda01,Dan Neumeier,1972,1972,P
12496,5-11,175,player.php?p=neunjo01,Johnny Neun,1925,1931,1B
12497,6-01,200,player.php?p=neveler01,Ernie Nevel,1950,1953,P
12498,6-03,225,player.php?p=neverdo01,Dovydas Neverauskas,2017,2018,P
12499,6-00,205,player.php?p=neverer01,Ernie Nevers,1926,1928,P
12500,6-02,180,player.php?p=nevinph01,Phil Nevin,1995,2006,RF
12501,6-05,255,player.php?p=newcose01,Sean Newcomb,2017,2018,P
12502,6-04,225,player.php?p=newcodo01,Don Newcombe,1949,1960,P
12503,5-09,170,player.php?p=neweljo01,John Newell,1891,1891,3B
12504,Unknown,Unknown,player.php?p=newelt01,T.E. Newell,1877,1877,SS
12505,6-01,185,player.php?p=newelto01,Tom Newell,1987,1987,P
12506,6-04,205,player.php?p=newfima01,Marc Newfield,1993,1998,1B
12507,5-10,180,player.php?p=newhada01,David Newhan,1999,2008,1B
12508,6-04,200,player.php?p=newhado01,Don Newhauser,1972,1974,P
12509,6-02,192,player.php?p=newhoha01,Hal Newhouser,1939,1955,P
12510,5-11,178,player.php?p=newkifl01,Floyd Newkirk,1934,1934,P
12511,6-00,180,player.php?p=newkijo01,Joel Newkirk,1919,1920,P
12512,6-00,176,player.php?p=newlima01,Maury Newlin,1940,1941,P
12513,5-09,183,player.php?p=newmaal01,Al Newman,1985,1992,CF
12514,6-06,240,player.php?p=newmaal02,Alan Newman,1999,2000,P
12515,Unknown,Unknown,player.php?p=newmach01,Charlie Newman,1892,1892,LF
12516,6-03,190,player.php?p=newmafr01,Fred Newman,1962,1967,P
12517,6-02,218,player.php?p=newmaje01,Jeff Newman,1977,1984,P
12518,6-01,200,player.php?p=newmajo01,Josh Newman,2007,2008,P
12519,6-05,205,player.php?p=newmara01,Ray Newman,1971,1973,P
12520,6-00,180,player.php?p=newnapa01,Pat Newnam,1910,1911,1B
12521,6-02,220,player.php?p=newsobo01,Bobo Newsom,1929,1953,P
12522,6-00,185,player.php?p=newsodi01,Dick Newsome,1941,1943,P
12523,5-09,170,player.php?p=newsosk01,Skeeter Newsome,1935,1947,RF
12524,5-07,202,player.php?p=newsowa01,Warren Newson,1991,1998,CF
12525,6-00,185,player.php?p=newtodo01,Doc Newton,1900,1909,1B
12526,5-08,200,player.php?p=ngoepgi01,Gift Ngoepe,2017,2018,3B
12527,6-00,170,player.php?p=nifu01,Fu-Te Ni,2009,2010,P
12528,6-00,165,player.php?p=niarhgu01,Gus Niarhos,1946,1955,C
12529,6-04,252,player.php?p=nicasju01,Juan Nicasio,2011,2018,P
12530,6-02,220,player.php?p=nichobr01,Brett Nicholas,2017,2017,P
12531,5-07,150,player.php?p=nichodo01,Don Nicholas,1952,1954,P
12532,5-10,178,player.php?p=nichosa01,Sam Nicholl,1888,1890,OF
12533,5-11½,165,player.php?p=nichosi01,Simon Nicholls,1903,1910,1B
12534,5-11,180,player.php?p=nichoal01,Al Nichols,1876,1877,1B
12535,5-10,175,player.php?p=nichoar01,Art Nichols,1898,1903,LF
12536,6-00,208,player.php?p=nichoca01,Carl Nichols,1986,1991,LF
12537,5-11,160,player.php?p=nichoch01,Chet Nichols,1926,1932,P
12538,6-01½,195,player.php?p=nichoch02,Chet Nichols,1951,1964,P
12539,6-00,195,player.php?p=nichodo02,Dolan Nichols,1958,1958,P
12540,5-10½,175,player.php?p=nichoki01,Kid Nichols,1890,1906,CF
12541,5-11,165,player.php?p=nichore01,Reid Nichols,1980,1987,SS
12542,6-02,200,player.php?p=nichoro02,Rod Nichols,1988,1995,P
12543,5-11,155,player.php?p=nichoro01,Roy Nichols,1944,1944,2B
12544,5-07½,150,player.php?p=nichotr01,Tricky Nichols,1876,1882,CF
12545,6-00,205,player.php?p=nichobi01,Bill Nicholson,1936,1953,LF
12546,6-02,215,player.php?p=nichoda01,Dave Nicholson,1960,1967,CF
12547,6-02,175,player.php?p=nichofr01,Frank Nicholson,1912,1912,P
12548,5-10½,173,player.php?p=nichofr02,Fred Nicholson,1917,1922,2B
12549,5-10,190,player.php?p=nichode01,Kevin Nicholson,2000,2000,2B
12550,5-09½,155,player.php?p=nichoov01,Ovid Nicholson,1912,1912,LF
12551,5-09,148,player.php?p=nichopa01,Parson Nicholson,1888,1895,C
12552,6-01,205,player.php?p=nichtch01,Chris Nichting,1995,2002,P
12553,6-00,215,player.php?p=nickemi01,Mike Nickeas,2010,2013,C
12554,6-04,210,player.php?p=nickldo01,Doug Nickle,2000,2002,P
12555,5-07,155,player.php?p=nicolge01,George Nicol,1890,1894,P
12556,5-04,145,player.php?p=nicolhu01,Hugh Nicol,1881,1890,3B
12557,6-03,195,player.php?p=nicolju01,Justin Nicolino,2015,2017,P
12558,5-10,185,player.php?p=nicosst01,Steve Nicosia,1978,1985,1B
12559,6-00,210,player.php?p=nidoto01,Tomas Nido,2017,2018,C
12560,5-10,160,player.php?p=niebech01,Charlie Niebergall,1921,1924,C
12561,6-02,188,player.php?p=niedda01,David Nied,1992,1996,P
12562,6-05,225,player.php?p=niedeto01,Tom Niedenfuer,1981,1990,P
12563,5-11,175,player.php?p=niehaal01,Al Niehaus,1925,1925,1B
12564,5-11,165,player.php?p=niehadi01,Dick Niehaus,1913,1920,P
12565,5-10½,170,player.php?p=niehobe01,Bert Niehoff,1913,1918,1B
12566,6-01,190,player.php?p=niekrjo01,Joe Niekro,1967,1988,P
12567,6-03,210,player.php?p=niekrla01,Lance Niekro,2003,2007,1B
12568,6-01,180,player.php?p=niekrph01,Phil Niekro,1964,1987,P
12569,6-03,185,player.php?p=nielsje01,Jerry Nielsen,1992,1993,P
12570,5-11,190,player.php?p=nielsmi01,Milt Nielsen,1949,1951,CF
12571,6-01,190,player.php?p=nielssc01,Scott Nielsen,1986,1989,P
12572,5-11,195,player.php?p=niemabo01,Bob Nieman,1951,1962,RF
12573,6-02,195,player.php?p=niemabu01,Butch Nieman,1943,1945,CF
12574,6-09,285,player.php?p=niemaje01,Jeff Niemann,2008,2012,P
